wk_ending,state,deaths_st,cases_st,pop_st,deaths_pc_st,cases_pc_st,st_code,wk_tests,tests_pc,cum_all_doses,cum_1st_doses,wk_all_doses,wk_1st_doses,curr_date
2020-11-10,Tennessee,593,40733,70403,0.008422936522591367,0.008422936522591367,TN,26794729,3.884656502715445,NA,NA,NA,NA,NA
2020-11-10,Texas,2871,168746,113265,0.025347636074692093,0.025347636074692093,TX,62914702,2.1347062156669145,NA,NA,NA,NA,NA
2020-11-10,Utah,333,58495,86647,0.003843179798492735,0.003843179798492735,UT,10341710,3.1509237931580807,NA,NA,NA,NA,NA
2020-11-10,Vermont,39,1114,38999,0.0010000256416831201,0.0010000256416831201,VT,3039149,4.838939211318646,NA,NA,NA,NA,NA
2020-11-10,Virginia,607,25593,63226,0.009600480814854649,0.009600480814854649,VA,19340168,2.2420237856486223,NA,NA,NA,NA,NA
2020-11-10,Washington,818,32287,185729,0.004404266431198144,0.004404266431198144,WA,17956455,2.3029658462761797,NA,NA,NA,NA,NA
2020-11-10,West Virginia,120,4245,31441,0.0038166724976940935,0.0038166724976940935,WV,5823044,3.2749239343782865,NA,NA,NA,NA,NA
2020-11-10,Wisconsin,643,54391,78681,0.008172239803764568,0.008172239803764568,WI,24692477,4.219673943692058,NA,NA,NA,NA,NA
2020-11-10,Wyoming,21,2744,23150,9.071274298056156e-4,9.071274298056156e-4,WY,2205638,3.8898425995326487,NA,NA,NA,NA,NA
2020-11-17,Alabama,476,28420,71060,0.0066985645933014355,0.0066985645933014355,AL,10136765,2.065094670192437,NA,NA,NA,NA,NA
2020-11-17,Alaska,61,13275,22454,0.002716665182150174,0.002716665182150174,AK,6004537,8.180545829575395,NA,NA,NA,NA,NA
2020-11-17,Arizona,3809,178639,428159,0.008896227803222634,0.008896227803222634,AZ,22583654,3.0607419675299417,NA,NA,NA,NA,NA
2020-11-17,Arkansas,241,14684,39192,0.0061492141253317,0.0061492141253317,AR,10442568,3.4361855873642644,NA,NA,NA,NA,NA
2020-11-17,California,7300,344741,658537,0.011085178205628538,0.011085178205628538,CA,144909016,3.628394766823161,NA,NA,NA,NA,NA
2020-11-17,Colorado,479,28834,87253,0.005489782586272105,0.005489782586272105,CO,17351549,2.9683448720646375,NA,NA,NA,NA,NA
2020-11-17,Connecticut,1541,31773,356528,0.004322241170398959,0.004322241170398959,CT,21470488,6.025822602916578,NA,NA,NA,NA,NA
2020-11-17,Delaware,389,16123,194752,0.001997412093328952,0.001997412093328952,DE,4318488,4.3936412332955195,NA,NA,NA,NA,NA
2020-11-17,District of Columbia,660,19309,235249,0.002805537961904195,0.002805537961904195,DC,4075236,5.774341869418164,NA,NA,NA,NA,NA
2020-11-17,Florida,3723,205536,311271,0.011960638800273716,0.011960638800273716,FL,68111801,3.096976356113309,NA,NA,NA,NA,NA
2020-11-17,Georgia,678,37154,65946,0.0102811391138204,0.0102811391138204,GA,27040364,2.518639356935945,NA,NA,NA,NA,NA
2020-11-17,Hawaii,173,14465,202267,8.553051165044224e-4,8.553051165044224e-4,HI,4127604,2.921804500633543,NA,NA,NA,NA,NA
2020-11-17,Idaho,215,22032,38849,0.00553424798579114,0.00553424798579114,ID,2968081,1.6253126779690716,NA,NA,NA,NA,NA
2020-11-17,Illinois,5855,260004,121844,0.04805324841600735,0.04805324841600735,IL,62775185,4.958662922502113,NA,NA,NA,NA,NA
2020-11-17,Indiana,884,36874,71619,0.012343093313226937,0.012343093313226937,IN,24293174,3.6014697532374154,NA,NA,NA,NA,NA
2020-11-17,Iowa,310,28710,31238,0.009923810743325438,0.009923810743325438,IA,6853125,2.1551724137931036,NA,NA,NA,NA,NA
2020-11-17,Kansas,253,21981,27227,0.009292246666911521,0.009292246666911521,KS,4992025,1.7152603114391347,NA,NA,NA,NA,NA
2020-11-17,Kentucky,412,30170,36620,0.011250682687056254,0.011250682687056254,KY,15317291,3.4040769475230515,NA,NA,NA,NA,NA
2020-11-17,Louisiana,644,20357,70436,0.00914305184848657,0.00914305184848657,LA,21003509,4.521570531174249,NA,NA,NA,NA,NA
2020-11-17,Maine,70,3330,74678,9.373577224885509e-4,9.373577224885509e-4,ME,5086584,3.779626836282035,NA,NA,NA,NA,NA
2020-11-17,Maryland,915,36905,232526,0.003935043823056346,0.003935043823056346,MD,26792724,4.404437854258998,NA,NA,NA,NA,NA
2020-11-17,Massachusetts,2360,39117,405441,0.005820822265138454,0.005820822265138454,MA,50171893,7.191453286701258,NA,NA,NA,NA,NA
2020-11-17,Michigan,3132,52958,114791,0.02728436898363112,0.02728436898363112,MI,40083280,3.9903713290194127,NA,NA,NA,NA,NA
2020-11-17,Minnesota,1055,52689,63366,0.016649307199444498,0.016649307199444498,MN,23130957,4.057585687296405,NA,NA,NA,NA,NA
2020-11-17,Mississippi,186,9045,35430,0.005249788314987299,0.005249788314987299,MS,7113676,2.379744819788175,NA,NA,NA,NA,NA
2020-11-17,Missouri,922,42841,56155,0.01641884070875256,0.01641884070875256,MO,19357145,3.1376718801414105,NA,NA,NA,NA,NA
2020-11-17,Montana,107,9241,18427,0.005806696695067021,0.005806696695067021,MT,3971640,3.6545695461739482,NA,NA,NA,NA,NA
2020-11-17,Nebraska,266,32969,20362,0.013063549749533445,0.013063549749533445,NE,7810854,4.000293971534951,NA,NA,NA,NA,NA
2020-11-17,Nevada,1641,97608,162113,0.010122568825448916,0.010122568825448916,NV,9849988,3.137278558824841,NA,NA,NA,NA,NA
2020-11-17,New Hampshire,329,6940,113309,0.0029035645888676096,0.0029035645888676096,NH,4876359,3.5561414767547856,NA,NA,NA,NA,NA
2020-11-17,New Jersey,2185,32580,386182,0.005657954021678897,0.005657954021678897,NJ,36781954,4.11589166760849,NA,NA,NA,NA,NA
2020-11-17,New Mexico,271,17433,59909,0.004523527349813885,0.004523527349813885,NM,9513624,4.537557234432234,NA,NA,NA,NA,NA
2020-11-17,New York,7455,85472,303961,0.02452617276558506,0.02452617276558506,NY,116019565,5.9679311231707,NA,NA,NA,NA,NA
2020-11-17,North Carolina,421,38843,102824,0.004094374854119661,0.004094374854119661,NC,31607059,2.9784542824564877,NA,NA,NA,NA,NA
2020-11-17,North Dakota,109,13783,13855,0.007867195958137856,0.007867195958137856,ND,6656947,8.739327813391482,NA,NA,NA,NA,NA
2020-11-17,Ohio,729,44159,129878,0.00561295985463281,0.00561295985463281,OH,36320956,3.0917503851817805,NA,NA,NA,NA,NA
2020-11-17,Oklahoma,261,31970,50088,0.005210828941063728,0.005210828941063728,OK,12562660,3.1765440652166217,NA,NA,NA,NA,NA
2020-11-17,Oregon,200,13138,110993,0.0018019154361085833,0.0018019154361085833,OR,11626584,2.7031715216375383,NA,NA,NA,NA,NA
2020-11-17,Pennsylvania,1925,56372,185536,0.010375344946533287,0.010375344946533287,PA,33493202,2.6123908617959737,NA,NA,NA,NA,NA
2020-11-17,Rhode Island,988,27808,151337,0.006528476182295143,0.006528476182295143,RI,9304404,8.809653840327224,NA,NA,NA,NA,NA
2020-11-17,South Carolina,378,21125,107264,0.0035240155131264915,0.0035240155131264915,SC,14443233,2.7721604191858122,NA,NA,NA,NA,NA
2020-11-17,South Dakota,139,17452,13009,0.010684910446613882,0.010684910446613882,SD,3150338,3.4886420893284473,NA,NA,NA,NA,NA
2020-11-17,Tennessee,616,43700,70403,0.008749627146570458,0.008749627146570458,TN,28336018,4.1081100907854635,NA,NA,NA,NA,NA
2020-11-17,Texas,2919,175959,113265,0.025771421003840552,0.025771421003840552,TX,67119219,2.277366170946957,NA,NA,NA,NA,NA
2020-11-17,Utah,355,66727,86647,0.0040970835689637265,0.0040970835689637265,UT,11088934,3.378588838921185,NA,NA,NA,NA,NA
2020-11-17,Vermont,39,1236,38999,0.0010000256416831201,0.0010000256416831201,VT,3267620,5.202711201618951,NA,NA,NA,NA,NA
2020-11-17,Virginia,610,27021,63226,0.00964792964919495,0.00964792964919495,VA,20268642,2.3496578451023105,NA,NA,NA,NA,NA
2020-11-17,Washington,831,36323,185729,0.004474260885483689,0.004474260885483689,WA,19027720,2.440358594862192,NA,NA,NA,NA,NA
2020-11-17,West Virginia,129,4786,31441,0.004102922935021151,0.004102922935021151,WV,6350569,3.57160797943838,NA,NA,NA,NA,NA
2020-11-17,Wisconsin,666,61106,78681,0.008464559423494871,0.008464559423494871,WI,26703289,4.563299696671936,NA,NA,NA,NA,NA
2020-11-17,Wyoming,27,3576,23150,0.001166306695464363,0.001166306695464363,WY,2437181,4.298189674176624,NA,NA,NA,NA,NA
2020-11-24,Alabama,491,31043,71060,0.006909653813678581,0.006909653813678581,AL,10608662,2.161231058831199,NA,NA,NA,NA,NA
2020-11-24,Alaska,66,15375,22454,0.002939342656096909,0.002939342656096909,AK,6410592,8.733752769066024,NA,NA,NA,NA,NA
2020-11-24,Arizona,3922,194410,428159,0.009160148449524593,0.009160148449524593,AZ,24478486,3.317546815134262,NA,NA,NA,NA,NA
2020-11-24,Arkansas,259,15955,39192,0.006608491528883446,0.006608491528883446,AR,11055070,3.637732806844357,NA,NA,NA,NA,NA
2020-11-24,California,7501,374479,658537,0.011390400235673925,0.011390400235673925,CA,154109670,3.8587710798122066,NA,NA,NA,NA,NA
2020-11-24,Colorado,510,33650,87253,0.005845071229642534,0.005845071229642534,CO,19593284,3.351840466133952,NA,NA,NA,NA,NA
2020-11-24,Connecticut,1573,35494,356528,0.004411995691782974,0.004411995691782974,CT,23323676,6.545931048418784,NA,NA,NA,NA,NA
2020-11-24,Delaware,400,18121,194752,0.0020538941833716726,0.0020538941833716726,DE,4675718,4.75708799007015,NA,NA,NA,NA,NA
2020-11-24,District of Columbia,673,20409,235249,0.0028607985581235204,0.0028607985581235204,DC,4359149,6.1766279512971325,NA,NA,NA,NA,NA
2020-11-24,Florida,3789,218294,311271,0.012172672687144,0.012172672687144,FL,71924578,3.270339562588096,NA,NA,NA,NA,NA
2020-11-24,Georgia,684,39385,65946,0.01037212264580111,0.01037212264580111,GA,28541245,2.6584369556915455,NA,NA,NA,NA,NA
2020-11-24,Hawaii,182,15018,202267,8.998007584034963e-4,8.998007584034963e-4,HI,4369365,3.0929397107645697,NA,NA,NA,NA,NA
2020-11-24,Idaho,230,24025,38849,0.0059203583103812196,0.0059203583103812196,ID,3130840,1.7144390414859596,NA,NA,NA,NA,NA
2020-11-24,Illinois,6183,287124,121844,0.05074521519319786,0.05074521519319786,IL,67814285,5.356705530146844,NA,NA,NA,NA,NA
2020-11-24,Indiana,910,41953,71619,0.012706125469498317,0.012706125469498317,IN,26839058,3.9788977591970767,NA,NA,NA,NA,NA
2020-11-24,Iowa,325,32244,31238,0.010403995134131507,0.010403995134131507,IA,7180971,2.258273503467145,NA,NA,NA,NA,NA
2020-11-24,Kansas,283,25157,27227,0.010394094097770595,0.010394094097770595,KS,5356777,1.8405891367390976,NA,NA,NA,NA,NA
2020-11-24,Kentucky,436,33963,36620,0.01190606226105953,0.01190606226105953,KY,16706293,3.7127653238334197,NA,NA,NA,NA,NA
2020-11-24,Louisiana,646,21553,70436,0.009171446419444602,0.009171446419444602,LA,22426752,4.827961887375731,NA,NA,NA,NA,NA
2020-11-24,Maine,71,3647,74678,9.507485470955302e-4,9.507485470955302e-4,ME,5527584,4.107315405821116,NA,NA,NA,NA,NA
2020-11-24,Maryland,935,39297,232526,0.004021055709899108,0.004021055709899108,MD,28595568,4.700806165257302,NA,NA,NA,NA,NA
2020-11-24,Massachusetts,2394,42863,405441,0.005904681568958245,0.005904681568958245,MA,54256199,7.776882578906631,NA,NA,NA,NA,NA
2020-11-24,Michigan,3187,59290,114791,0.02776350062287113,0.02776350062287113,MI,43351762,4.315755301144848,NA,NA,NA,NA,NA
2020-11-24,Minnesota,1095,60524,63366,0.017280560552977938,0.017280560552977938,MN,25509499,4.4748247135862975,NA,NA,NA,NA,NA
2020-11-24,Mississippi,195,9632,35430,0.00550381033022862,0.00550381033022862,MS,7420119,2.4822594889705143,NA,NA,NA,NA,NA
2020-11-24,Missouri,965,47884,56155,0.01718457839907399,0.01718457839907399,MO,20325365,3.2946142736498807,NA,NA,NA,NA,NA
2020-11-24,Montana,116,10298,18427,0.006295110435773593,0.006295110435773593,MT,4251191,3.911802973977695,NA,NA,NA,NA,NA
2020-11-24,Nebraska,279,36384,20362,0.01370199391022493,0.01370199391022493,NE,8645067,4.427532431615768,NA,NA,NA,NA,NA
2020-11-24,Nevada,1705,108252,162113,0.010517355178178185,0.010517355178178185,NV,10526979,3.3529041361166496,NA,NA,NA,NA,NA
2020-11-24,New Hampshire,332,8068,113309,0.002930040861714427,0.002930040861714427,NH,5281075,3.851285323609845,NA,NA,NA,NA,NA
2020-11-24,New Jersey,2210,35621,386182,0.005722690337716414,0.005722690337716414,NJ,39211768,4.38778726066041,NA,NA,NA,NA,NA
2020-11-24,New Mexico,311,23162,59909,0.00519120666343955,0.00519120666343955,NM,10105083,4.81965573489011,NA,NA,NA,NA,NA
2020-11-24,New York,7489,89265,303961,0.02463802922085399,0.02463802922085399,NY,124505864,6.404457910033178,NA,NA,NA,NA,NA
2020-11-24,North Carolina,435,41392,102824,0.004230529837392048,0.004230529837392048,NC,33595385,3.165821860364308,NA,NA,NA,NA,NA
2020-11-24,North Dakota,124,15748,13855,0.008949837603753157,0.008949837603753157,ND,7105622,9.32835427051566,NA,NA,NA,NA,NA
2020-11-24,Ohio,788,50231,129878,0.006067232325721061,0.006067232325721061,OH,39232892,3.3396232454012273,NA,NA,NA,NA,NA
2020-11-24,Oklahoma,282,36880,50088,0.005630091039770004,0.005630091039770004,OK,13569760,3.4311953514951377,NA,NA,NA,NA,NA
2020-11-24,Oregon,224,15386,110993,0.0020181452884416133,0.0020181452884416133,OR,12501922,2.9066869095973344,NA,NA,NA,NA,NA
2020-11-24,Pennsylvania,1960,62620,185536,0.010563987581924802,0.010563987581924802,PA,36337160,2.8342128867708194,NA,NA,NA,NA,NA
2020-11-24,Rhode Island,1009,31512,151337,0.006667239340015991,0.006667239340015991,RI,10052436,9.517910165126496,NA,NA,NA,NA,NA
2020-11-24,South Carolina,400,22780,107264,0.0037291169451073984,0.0037291169451073984,SC,15520081,2.978845127732673,NA,NA,NA,NA,NA
2020-11-24,South Dakota,162,19186,13009,0.012452917211161504,0.012452917211161504,SD,3361927,3.7229529128143457,NA,NA,NA,NA,NA
2020-11-24,Tennessee,645,45850,70403,0.009161541411587574,0.009161541411587574,TN,29734682,4.3108861368769915,NA,NA,NA,NA,NA
2020-11-24,Texas,2974,185304,113265,0.026257007901823157,0.026257007901823157,TX,71896194,2.439449720585092,NA,NA,NA,NA,NA
2020-11-24,Utah,382,75458,86647,0.004408692741814489,0.004408692741814489,UT,11922940,3.632694721704264,NA,NA,NA,NA,NA
2020-11-24,Vermont,39,1405,38999,0.0010000256416831201,0.0010000256416831201,VT,3547472,5.648292124491093,NA,NA,NA,NA,NA
2020-11-24,Virginia,617,29179,63226,0.009758643595988992,0.009758643595988992,VA,21564878,2.4999249960295424,NA,NA,NA,NA,NA
2020-11-24,Washington,854,41852,185729,0.004598097227681191,0.004598097227681191,WA,20066022,2.573523746008131,NA,NA,NA,NA,NA
2020-11-24,West Virginia,139,5316,31441,0.0044209789764956585,0.0044209789764956585,WV,7011451,3.943293008711693,NA,NA,NA,NA,NA
2020-11-24,Wisconsin,730,67986,78681,0.00927797053926615,0.00927797053926615,WI,28817216,4.924546674071859,NA,NA,NA,NA,NA
2020-11-24,Wyoming,45,4540,23150,0.0019438444924406047,0.0019438444924406047,WY,2659495,4.690260570521582,NA,NA,NA,NA,NA
2020-12-01,Alabama,501,33526,71060,0.0070503799605966784,0.0070503799605966784,AL,11016046,2.2442246496978786,NA,NA,NA,NA,NA
2020-12-01,Alaska,69,17038,22454,0.0030729491404649506,0.0030729491404649506,AK,6949880,9.468475562736886,NA,NA,NA,NA,NA
2020-12-01,Arizona,4010,213121,428159,0.009365679572308418,0.009365679572308418,AZ,26322107,3.567411082755415,NA,NA,NA,NA,NA
2020-12-01,Arkansas,276,17100,39192,0.007042253521126761,0.007042253521126761,AR,11651967,3.8341451135241855,NA,NA,NA,NA,NA
2020-12-01,California,7702,409015,658537,0.011695622265719314,0.011695622265719314,CA,164890181,4.128705627543036,NA,NA,NA,NA,NA
2020-12-01,Colorado,528,37106,87253,0.006051367861276976,0.006051367861276976,CO,21911131,3.748356607527461,NA,NA,NA,NA,NA
2020-12-01,Connecticut,1609,38756,356528,0.00451296952833999,0.00451296952833999,CT,24946352,7.001344903847233,NA,NA,NA,NA,NA
2020-12-01,Delaware,412,20501,194752,0.0021155110088728227,0.0021155110088728227,DE,5048757,5.13661886569776,NA,NA,NA,NA,NA
2020-12-01,District of Columbia,685,21685,235249,0.002911808339249051,0.002911808339249051,DC,4754220,6.736417621562341,NA,NA,NA,NA,NA
2020-12-01,Florida,3839,231761,311271,0.012333304419621487,0.012333304419621487,FL,76261373,3.467529350247806,NA,NA,NA,NA,NA
2020-12-01,Georgia,704,41231,65946,0.010675401085736815,0.010675401085736815,GA,29926399,2.7874553143133913,NA,NA,NA,NA,NA
2020-12-01,Hawaii,190,15472,202267,9.393524400915621e-4,9.393524400915621e-4,HI,4614205,3.2662544507287516,NA,NA,NA,NA,NA
2020-12-01,Idaho,245,26141,38849,0.0063064686349712995,0.0063064686349712995,ID,3276665,1.7942923949708678,NA,NA,NA,NA,NA
2020-12-01,Illinois,6457,310722,121844,0.052993992318046024,0.052993992318046024,IL,72517226,5.728194664960465,NA,NA,NA,NA,NA
2020-12-01,Indiana,958,46886,71619,0.01337633868107625,0.01337633868107625,IN,29248420,4.33608634096081,NA,NA,NA,NA,NA
2020-12-01,Iowa,339,34208,31238,0.010852167232217172,0.010852167232217172,IA,7444310,2.3410884161202574,NA,NA,NA,NA,NA
2020-12-01,Kansas,289,27966,27227,0.01061446358394241,0.01061446358394241,KS,5681410,1.952133069448453,NA,NA,NA,NA,NA
2020-12-01,Kentucky,458,37901,36620,0.012506826870562534,0.012506826870562534,KY,17777180,3.950756607677418,NA,NA,NA,NA,NA
2020-12-01,Louisiana,648,23160,70436,0.009199840990402636,0.009199840990402636,LA,23639772,5.089097085581183,NA,NA,NA,NA,NA
2020-12-01,Maine,71,3869,74678,9.507485470955302e-4,9.507485470955302e-4,ME,5930491,4.40669866769704,NA,NA,NA,NA,NA
2020-12-01,Maryland,960,41857,232526,0.00412857056845256,0.00412857056845256,MD,30525658,5.018092360499217,NA,NA,NA,NA,NA
2020-12-01,Massachusetts,2430,46743,405441,0.00599347377300273,0.00599347377300273,MA,58066920,8.323097210675687,NA,NA,NA,NA,NA
2020-12-01,Michigan,3237,65852,114791,0.02819907484036205,0.02819907484036205,MI,46327903,4.612036137381782,NA,NA,NA,NA,NA
2020-12-01,Minnesota,1121,67913,63366,0.017690875232774673,0.017690875232774673,MN,28148806,4.937806608696873,NA,NA,NA,NA,NA
2020-12-01,Mississippi,202,10409,35430,0.005701383008749647,0.005701383008749647,MS,7751961,2.593270909857289,NA,NA,NA,NA,NA
2020-12-01,Missouri,990,52421,56155,0.01762977473065622,0.01762977473065622,MO,21286978,3.450485713868902,NA,NA,NA,NA,NA
2020-12-01,Montana,121,11144,18427,0.006566451402832799,0.006566451402832799,MT,4514824,4.154389193566197,NA,NA,NA,NA,NA
2020-12-01,Nebraska,348,41213,20362,0.01709065907081819,0.01709065907081819,NE,9351177,4.7891635127037695,NA,NA,NA,NA,NA
2020-12-01,Nevada,1782,118412,162113,0.010992332508805587,0.010992332508805587,NV,11316256,3.6042934585273563,NA,NA,NA,NA,NA
2020-12-01,New Hampshire,333,9610,113309,0.0029388662859966995,0.0029388662859966995,NH,5595174,4.080345670009116,NA,NA,NA,NA,NA
2020-12-01,New Jersey,2238,38312,386182,0.005795195011678431,0.005795195011678431,NJ,41762218,4.67318199264371,NA,NA,NA,NA,NA
2020-12-01,New Mexico,342,27678,59909,0.005708658131499441,0.005708658131499441,NM,10735866,5.120509958791208,NA,NA,NA,NA,NA
2020-12-01,New York,7509,93780,303961,0.02470382713571807,0.02470382713571807,NY,133609341,6.8727317198631726,NA,NA,NA,NA,NA
2020-12-01,North Carolina,456,43983,102824,0.00443476231230063,0.00443476231230063,NC,35828620,3.3762681517918565,NA,NA,NA,NA,NA
2020-12-01,North Dakota,136,16966,13855,0.0098159509202454,0.0098159509202454,ND,7505212,9.852941292307046,NA,NA,NA,NA,NA
2020-12-01,Ohio,882,55382,129878,0.006790988466098954,0.006790988466098954,OH,42197538,3.5919829413417093,NA,NA,NA,NA,NA
2020-12-01,Oklahoma,296,40803,50088,0.00590959910557419,0.00590959910557419,OK,14482218,3.6619158394060918,NA,NA,NA,NA,NA
2020-12-01,Oregon,244,17825,110993,0.0021983368320524716,0.0021983368320524716,OR,13513838,3.1419565737987347,NA,NA,NA,NA,NA
2020-12-01,Pennsylvania,1985,67943,185536,0.010698732321490169,0.010698732321490169,PA,39190082,3.0567340826307046,NA,NA,NA,NA,NA
2020-12-01,Rhode Island,1028,35980,151337,0.006792786958906282,0.006792786958906282,RI,10708754,10.139329268292682,NA,NA,NA,NA,NA
2020-12-01,South Carolina,412,24219,107264,0.0038409904534606205,0.0038409904534606205,SC,16528672,3.172428936104873,NA,NA,NA,NA,NA
2020-12-01,South Dakota,184,20652,13009,0.014144054116380967,0.014144054116380967,SD,3568717,3.951949388002795,NA,NA,NA,NA,NA
2020-12-01,Tennessee,673,49077,70403,0.009559251736431686,0.009559251736431686,TN,31059049,4.502890723993053,NA,NA,NA,NA,NA
2020-12-01,Texas,3013,192127,113265,0.02660133315675628,0.02660133315675628,TX,76417972,2.592874393922429,NA,NA,NA,NA,NA
2020-12-01,Utah,406,81337,86647,0.004685678673237388,0.004685678673237388,UT,12613692,3.843153815216994,NA,NA,NA,NA,NA
2020-12-01,Vermont,40,1511,38999,0.0010256673248032,0.0010256673248032,VT,3819519,6.081445910508693,NA,NA,NA,NA,NA
2020-12-01,Virginia,624,31287,63226,0.009869357542783033,0.009869357542783033,VA,22992773,2.66545481735316,NA,NA,NA,NA,NA
2020-12-01,Washington,883,46204,185729,0.004754238702625869,0.004754238702625869,WA,20260569,2.598474945813187,NA,NA,NA,NA,NA
2020-12-01,West Virginia,148,5785,31441,0.004707229413822716,0.004707229413822716,WV,7722160,4.343001119191033,NA,NA,NA,NA,NA
2020-12-01,Wisconsin,758,73976,78681,0.009633837902416086,0.009633837902416086,WI,30602112,5.229565856367754,NA,NA,NA,NA,NA
2020-12-01,Wyoming,46,5290,23150,0.0019870410367170627,0.0019870410367170627,WY,2789518,4.919567920285702,NA,NA,NA,NA,NA
2020-12-08,Alabama,529,37488,71060,0.007444413171967351,0.007444413171967351,AL,11443704,2.3313485256548683,NA,NA,NA,NA,NA
2020-12-08,Alaska,82,19046,22454,0.003651910572726463,0.003651910572726463,AK,7431642,10.12482527295566,NA,NA,NA,NA,NA
2020-12-08,Arizona,4161,236818,428159,0.009718352294357937,0.009718352294357937,AZ,28130021,3.812436013330641,NA,NA,NA,NA,NA
2020-12-08,Arkansas,302,18542,39192,0.007705654215145948,0.007705654215145948,AR,12225520,4.02287594603488,NA,NA,NA,NA,NA
2020-12-08,California,8006,467189,658537,0.012157251604693433,0.012157251604693433,CA,174829393,4.377574785602504,NA,NA,NA,NA,NA
2020-12-08,Colorado,551,40458,87253,0.006314969112809874,0.006314969112809874,CO,24016797,4.108574757122109,NA,NA,NA,NA,NA
2020-12-08,Connecticut,1653,44376,356528,0.004636381995243011,0.004636381995243011,CT,26432348,7.4183986887748805,NA,NA,NA,NA,NA
2020-12-08,Delaware,430,23576,194752,0.002207936247124548,0.002207936247124548,DE,5398185,5.492127846819853,NA,NA,NA,NA,NA
2020-12-08,District of Columbia,701,23589,235249,0.0029798213807497587,0.0029798213807497587,DC,5076453,7.193000627701917,NA,NA,NA,NA,NA
2020-12-08,Florida,3934,246915,311271,0.012638504711328713,0.012638504711328713,FL,80777765,3.672885236211522,NA,NA,NA,NA,NA
2020-12-08,Georgia,729,44493,65946,0.011054499135656447,0.011054499135656447,GA,31213404,2.907331712633079,NA,NA,NA,NA,NA
2020-12-08,Hawaii,199,15990,202267,9.838480819906361e-4,9.838480819906361e-4,HI,4863871,3.442985368339834,NA,NA,NA,NA,NA
2020-12-08,Idaho,272,28928,38849,0.007001467219233442,0.007001467219233442,ID,3407626,1.8660062645113242,NA,NA,NA,NA,NA
2020-12-08,Illinois,6777,335204,121844,0.05562030136896359,0.05562030136896359,IL,77001229,6.082389709076835,NA,NA,NA,NA,NA
2020-12-08,Indiana,1018,53514,71619,0.014214105195548667,0.014214105195548667,IN,31584272,4.682377044927247,NA,NA,NA,NA,NA
2020-12-08,Iowa,357,36268,31238,0.011428388501184454,0.011428388501184454,IA,7647556,2.4050052675440665,NA,NA,NA,NA,NA
2020-12-08,Kansas,312,30881,27227,0.011459213280934367,0.011459213280934367,KS,5920570,2.034308470429775,NA,NA,NA,NA,NA
2020-12-08,Kentucky,472,41638,36620,0.012889131622064445,0.012889131622064445,KY,19029818,4.229139785185201,NA,NA,NA,NA,NA
2020-12-08,Louisiana,651,25316,70436,0.009242432846839684,0.009242432846839684,LA,25067761,5.396510146000801,NA,NA,NA,NA,NA
2020-12-08,Maine,74,4357,74678,9.90921020916468e-4,9.90921020916468e-4,ME,6305500,4.685352098024209,NA,NA,NA,NA,NA
2020-12-08,Maryland,993,44894,232526,0.004270490181743117,0.004270490181743117,MD,32430423,5.331215396046765,NA,NA,NA,NA,NA
2020-12-08,Massachusetts,2483,53518,405441,0.006124195628957111,0.006124195628957111,MA,61955633,8.880490926812488,NA,NA,NA,NA,NA
2020-12-08,Michigan,3354,72692,114791,0.029218318509290797,0.029218318509290797,MI,49126851,4.890677053260329,NA,NA,NA,NA,NA
2020-12-08,Minnesota,1176,75353,63366,0.018558848593883154,0.018558848593883154,MN,30623794,5.371963997214363,NA,NA,NA,NA,NA
2020-12-08,Mississippi,210,11203,35430,0.0059271803556308214,0.0059271803556308214,MS,8104504,2.7112074560259063,NA,NA,NA,NA,NA
2020-12-08,Missouri,1109,57091,56155,0.019748909268987622,0.019748909268987622,MO,22187723,3.5964908327889686,NA,NA,NA,NA,NA
2020-12-08,Montana,124,12046,18427,0.006729255983068324,0.006729255983068324,MT,4768362,4.387686333689131,NA,NA,NA,NA,NA
2020-12-08,Nebraska,400,45054,20362,0.019644435713584128,0.019644435713584128,NE,10045554,5.144785590273332,NA,NA,NA,NA,NA
2020-12-08,Nevada,1883,131510,162113,0.011615354721706463,0.011615354721706463,NV,12002683,3.8229244567883147,NA,NA,NA,NA,NA
2020-12-08,New Hampshire,348,11408,113309,0.003071247650230785,0.003071247650230785,NH,5971680,4.354917046490429,NA,NA,NA,NA,NA
2020-12-08,New Jersey,2271,41936,386182,0.005880646948847952,0.005880646948847952,NJ,43934356,4.916243704239994,NA,NA,NA,NA,NA
2020-12-08,New Mexico,385,30968,59909,0.006426413393647031,0.006426413393647031,NM,11430199,5.451674584096459,NA,NA,NA,NA,NA
2020-12-08,New York,7536,100366,303961,0.024792654320784573,0.024792654320784573,NY,142540331,7.332132969831023,NA,NA,NA,NA,NA
2020-12-08,North Carolina,476,47986,102824,0.004629269431261184,0.004629269431261184,NC,37828110,3.5646877561982304,NA,NA,NA,NA,NA
2020-12-08,North Dakota,144,17888,13855,0.010393359797906893,0.010393359797906893,ND,7849766,10.305276327483876,NA,NA,NA,NA,NA
2020-12-08,Ohio,1006,64130,129878,0.007745730608725111,0.007745730608725111,OH,44794792,3.8130691114005293,NA,NA,NA,NA,NA
2020-12-08,Oklahoma,335,45458,50088,0.006688228717457275,0.006688228717457275,OK,15430478,3.9016890781375637,NA,NA,NA,NA,NA
2020-12-08,Oregon,286,19995,110993,0.0025767390736352743,0.0025767390736352743,OR,14565583,3.386486448783913,NA,NA,NA,NA,NA
